ID,contestId,index,name,rating
109203,1365,B,Trouble Sort,1300
109200,1365,A,Matrix Game,1100
109132,1364,E,X-OR,2700
109129,1364,D,Ehab's Last Corollary,2100
109126,1364,C,Ehab and Prefix MEXs,1600
109123,1364,B,Most socially-distanced subsequence,1300
109120,1364,A,XXXXX,1200
109055,1363,F,Rotating Substrings,2600
109052,1363,E,Tree Shuffling,2000
109049,1363,D,Guess The Maximums,2100
109046,1363,C,Game On Leaves,1600
109043,1363,B,Subsequence Hate,1400
109040,1363,A,Odd Selection,1200
108966,1362,C,Johnny and Another Rating Drop,1400
108963,1362,B,Johnny and His Hobbies,1200
108960,1362,A,Johnny and Ancient Computer,1000
108895,1361,F,Johnny and New Toy,3300
108892,1361,E,James and the Chase,3000
108889,1361,D,Johnny and James,2900
108886,1361,C,Johnny and Megan's Necklace,2500
108883,1361,B,Johnny and Grandmaster,1900
108880,1361,A,Johnny and Contribution,1700
108821,1360,H,Binary Median,2100
108818,1360,G,A/B Matrix,1900
108815,1360,F,Spy-string,1700
108812,1360,E,Polygon,1300
108809,1360,D,Buying Shovels,1300
108806,1360,C,Similar Pairs,1100
108803,1360,B,Honest Coach,800
108800,1360,A,Minimal Square,800
108735,1359,F,RC Kaboom Show,2900
108732,1359,E,Modular Stability,2000
108729,1359,D,Yet Another Yet Another Task,2000
108726,1359,C,Mixing Water,1700
108723,1359,B,New Theatre Square,1000
108720,1359,A,Berland Poker,1000
108655,1358,F,Tasty Cookie,2700
108652,1358,E,Are You Fired?,2400
108649,1358,D,The Best Vacation,1900
108646,1358,C,Celex Update,1600
108643,1358,B,Maria Breaks the Self-isolation,1000
108640,1358,A,Park Lighting,800
108415,1355,F,Guess Divisors Count,2600
108412,1355,E,Restorer Distance,2100
108409,1355,D,Game With Array,1400
108406,1355,C,Count Triangles,1800
108403,1355,B,Young Explorers,1200
108400,1355,A,Sequence with Digits,1200
108338,1354,G,Find a Gift,2600
108335,1354,F,Summoning Minions,2500
108332,1354,E,Graph Coloring,2100
108329,1354,D,Multiset,1900
108328,1354,C2,Not So Simple Polygon Embedding,2000
108327,1354,C1,Simple Polygon Embedding,1400
108323,1354,B,Ternary String,1200
108320,1354,A,Alarm Clock,900
108255,1353,F,Decreasing Heights,2200
108252,1353,E,K-periodic Garland,1900
108249,1353,D,Constructing the Array,1600
108246,1353,C,Board Moves,1000
108243,1353,B,Two Arrays And Swaps,800
108240,1353,A,Most Unstable Array,800
108178,1352,G,Special Permutation,1600
108175,1352,F,Binary String Reconstruction,1500
108172,1352,E,Special Elements,1500
108169,1352,D,"Alice, Bob and Candies",1300
108166,1352,C,K-th Not Divisible by n,1200
108163,1352,B,Same Parity Summands,1200
108160,1352,A,Sum of Round Numbers,800
108086,1351,C,Skier,1400
108083,1351,B,Square?,900
108080,1351,A,A+B (Trial Problem),800
108003,1350,B,Orac and Models,1400
108000,1350,A,Orac and Factors,900
107937,1349,F2,Slime and Sequences (Hard Version),3500
107936,1349,F1,Slime and Sequences (Easy Version),3100
107932,1349,E,Slime and Hats,3500
107929,1349,D,Slime and Biscuits,3200
107926,1349,C,Orac and Game of Life,2000
107923,1349,B,Orac and Medians,2000
107920,1349,A,Orac and LCM,1600
107855,1348,F,Phoenix and Memory,2600
107852,1348,E,Phoenix and Berries,2400
107849,1348,D,Phoenix and Science,1900
107846,1348,C,Phoenix and Distribution,1600
107843,1348,B,Phoenix and Beauty,1400
107840,1348,A,Phoenix and Balance,800
107704,1346,I,Pac-Man 2.0,2900
107701,1346,H,Game with Segments,2700
107698,1346,G,Two IP Cameras,2300
107695,1346,F,Dune II: Battle For Arrakis,2000
107692,1346,E,Magic Tricks,1700
107689,1346,D,Constructing the Dungeon,1600
107686,1346,C,Spring Cleaning,1600
107683,1346,B,Boot Camp,1400
107680,1346,A,Color Revolution,1000
107603,1345,B,Card Constructions,1100
107600,1345,A,Puzzle Pieces,800
107535,1344,F,Piet's Palette,3200
107532,1344,E,Train Tracks,3100
107529,1344,D,Résumé Review,2700
107526,1344,C,Quantifier Question,2600
107523,1344,B,Monopole Magnets,2000
107520,1344,A,Hilbert's Hotel,1600
107455,1343,F,Restore the Permutation by Sorted Segments,2400
107452,1343,E,Weights Distributing,2100
107449,1343,D,Constant Palindrome Sum,1700
107446,1343,C,Alternating Subsequence,1200
107443,1343,B,Balanced Array,800
107440,1343,A,Candies,900
107375,1342,F,Make It Ascending,3000
107372,1342,E,Placing Rooks,2300
107369,1342,D,Multiple Testcases,1900
107366,1342,C,Yet Another Counting Problem,1600
107363,1342,B,Binary Period,1100
107360,1342,A,Road To Zero,1000
107283,1341,B,Nastya and Door,1300
107280,1341,A,Nastya and Rice,900
107215,1340,F,Nastya and CBS,3300
107212,1340,E,Nastya and Bees,3000
107209,1340,D,Nastya and Time Machine,2600
107206,1340,C,Nastya and Unexpected Guest,2400
107203,1340,B,Nastya and Scoreboard,1700
107200,1340,A,Nastya and Strange Generator,1500
107123,1339,B,Sorted Adjacent Differences,1200
107120,1339,A,Filling Diamonds,900
107052,1338,E,JYPnation,3500
107049,1338,D,Nested Rubber Bands,2700
107046,1338,C,Perfect Triples,2200
107043,1338,B,Edge Weight Assignment,1800
107040,1338,A,Powered Addition,1500
106963,1337,B,Kana and Dragon Quest game,900
106960,1337,A,Ichihime and Triangle,800
106895,1336,F,Journey,3500
106894,1336,E2,Chiori and Doll Picking (hard version),3500
106893,1336,E1,Chiori and Doll Picking (easy version),2700
106889,1336,D,Yui and Mahjong Set,3200
106886,1336,C,Kaavi and Magic Spell,2200
106883,1336,B,Xenia and Colorful Gems,1700
106880,1336,A,Linova and Kingdom,1600
106815,1335,F,Robots on a Grid,2200
106814,1335,E2,Three Blocks Palindrome (hard version),1800
106813,1335,E1,Three Blocks Palindrome (easy version),1700
106809,1335,D,Anti-Sudoku,1300
106806,1335,C,Two Teams Composing,1100
106803,1335,B,Construct the String,900
106800,1335,A,Candies and Two Sisters,800
106738,1334,G,Substring Search,2900
106735,1334,F,Strange Function,2500
106732,1334,E,Divisor Paths,2200
106729,1334,D,Minimum Euler Cycle,1800
106726,1334,C,Circle of Monsters,1600
106723,1334,B,Middle Class,1100
106720,1334,A,Level Statistics,1200
106655,1333,F,Kate and imperfection,2200
106652,1333,E,Road to 1600,2400
106649,1333,D,Challenges in school №41,2100
106646,1333,C,Eugene and an array,1700
106643,1333,B,Kind Anton,1100
106640,1333,A,Little Artem,1000
106578,1332,G,No Monotone Triples,3100
106575,1332,F,Independent Set,2500
106572,1332,E,Height All the Same,2100
106569,1332,D,Walk on Matrix,1700
106566,1332,C,K-Complete Word,1500
106563,1332,B,Composite Coloring,1400
106560,1332,A,Exercising Walk,1100
106403,1330,B,Dreamoon Likes Permutations,1400
106400,1330,A,Dreamoon and Ranking Collection,900
106332,1329,E,Dreamoon Loves AA,3300
106329,1329,D,Dreamoon Likes Strings,3100
106326,1329,C,Drazil Likes Heap,2400
106323,1329,B,Dreamoon Likes Sequences,1700
106320,1329,A,Dreamoon Likes Coloring,1800
106255,1328,F,Make k Equal,2200
106252,1328,E,Tree Queries,1900
106249,1328,D,Carousel,1800
106246,1328,C,Ternary XOR,1200
106243,1328,B,K-th Beautiful String,1300
106240,1328,A,Divisibility Problem,800
106178,1327,G,Letters and Question Marks,2800
106175,1327,F,AND Segments,2500
106172,1327,E,Count The Blocks,1800
106169,1327,D,Infinite Path,2200
106166,1327,C,Game with Chips,1600
106163,1327,B,Princesses and Princes,1200
106160,1327,A,Sum of Odd Integers,1100
106098,1326,G,Spiderweb Trees,3500
106097,1326,F2,Wise Men (Hard Version),3200
106096,1326,F1,Wise Men (Easy Version),2600
106092,1326,E,Bombs,2400
106091,1326,D2,Prefix-Suffix Palindrome (Hard version),1800
106090,1326,D1,Prefix-Suffix Palindrome (Easy version),1500
106086,1326,C,Permutation Partitions,1300
106083,1326,B,Maximums,900
106080,1326,A,Bad Ugly Numbers,1000
106015,1325,F,Ehab's Last Theorem,2500
106012,1325,E,Ehab's REAL Number Theory Problem,2600
106009,1325,D,Ehab the Xorcist,1700
106006,1325,C,Ehab and Path-etic MEXs,1500
106003,1325,B,CopyCopyCopyCopyCopy,800
106000,1325,A,EhAb AnD gCd,800
105935,1324,F,Maximum White Subtree,1800
105932,1324,E,Sleeping Schedule,1700
105929,1324,D,Pair of Topics,1400
105926,1324,C,Frog Jumps,1100
105923,1324,B,Yet Another Palindrome Problem,1100
105920,1324,A,Yet Another Tetris Problem,900
105843,1323,B,Count Subrectangles,1500
105840,1323,A,Even Subset Sum Problem,800
105775,1322,F,Assigning Fares,3500
105772,1322,E,Median Mountain Range,3300
105769,1322,D,Reality Show,2800
105766,1322,C,Instant Noodles,2300
105763,1322,B,Present,2100
105760,1322,A,Unusual Competitions,1300
105686,1321,C,Remove Adjacent,1600
105680,1321,A,Contest for Robots,900
105615,1320,F,Blocks and Sensors,3500
105612,1320,E,Treeland and Viruses,3000
105609,1320,D,Reachable Strings,2500
105606,1320,C,World of Darkraft: Battle for Azathoth,2000
105603,1320,B,Navigation System,1700
105600,1320,A,Journey Planning,1400
105295,1316,F,Battalion Strength,2800
105292,1316,E,Team Building,2300
105289,1316,D,Nash Matrix,2000
105286,1316,C,Primitive Primes,1800
105283,1316,B,String Modification,1400
105280,1316,A,Grade Allocation,800
105206,1315,C,Restoring Permutation,1200
105203,1315,B,Homecoming,1300
105200,1315,A,Dead Pixel,800
105052,1313,E,Concatenation with intersection,2700
105049,1313,D,Happy New Year,2500
105048,1313,C2,Skyscrapers (hard version),1900
105047,1313,C1,Skyscrapers (easy version),1500
105043,1313,B,Different Rules,1700
105040,1313,A,Fast Food Restaurant,900
104978,1312,G,Autocompletion,2600
104975,1312,F,Attack on Red Kingdom,2500
104972,1312,E,Array Shrinking,2100
104969,1312,D,Count the Arrays,1700
104966,1312,C,Adding Powers,1400
104963,1312,B,Bogosort,1000
104960,1312,A,Two Regular Polygons,800
104895,1311,F,Moving Points,1900
104892,1311,E,Construct the Binary Tree,2200
104889,1311,D,Three Integers,2000
104886,1311,C,Perform the Combo,1300
104883,1311,B,WeirdSort,1200
104880,1311,A,Add Odd or Subtract Even,800
104815,1310,F,Bad Cryptography,3400
104812,1310,E,Strange Function,2900
104809,1310,D,Tourism,2300
104806,1310,C,Au Pont Rouge,2800
104803,1310,B,Double Elimination,2500
104800,1310,A,Recommendations,1700
104578,1307,G,Cow and Exercise,3100
104575,1307,F,Cow and Vacation,3300
104572,1307,E,Cow and Treats,2500
104569,1307,D,Cow and Fields,1900
104566,1307,C,Cow and Message,1500
104563,1307,B,Cow and Friend,1300
104560,1307,A,Cow and Haybales,800
104421,1305,H,Kuroni the Private Tutor,3500
104418,1305,G,Kuroni and Antihype,3500
104415,1305,F,Kuroni and the Punishment,2500
104412,1305,E,Kuroni and the Score Distribution,2200
104409,1305,D,Kuroni and the Celebration,1900
104406,1305,C,Kuroni and Impossible Calculation,1600
104403,1305,B,Kuroni and Simple Strings,1200
104400,1305,A,Kuroni and the Gifts,800
104337,1304,F2,Animal Observation (hard version),2400
104336,1304,F1,Animal Observation (easy version),2300
104332,1304,E,1-Trees and Queries,2000
104329,1304,D,Shortest and Longest LIS,1800
104326,1304,C,Air Conditioner,1500
104323,1304,B,Longest Palindrome,1100
104320,1304,A,Two Rabbits,800
104258,1303,G,Sum of Prefix Sums,2700
104255,1303,F,Number of Components,2800
104252,1303,E,Erase Subsequences,2200
104249,1303,D,Fill The Bag,1900
104246,1303,C,Perfect Keyboard,1600
104243,1303,B,National Project,1400
104240,1303,A,Erasing Zeroes,800
104095,1301,F,Super Jaber,2600
104092,1301,E,Nanosoft,2500
104089,1301,D,Time to Run,2000
104086,1301,C,Ayoub's function,1700
104083,1301,B,Motarack's Birthday,1500
104080,1301,A,Three Strings,800
104003,1300,B,Assigning to Classes,1000
104000,1300,A,Non-zero,800
103932,1299,E,So Mean,3400
103929,1299,D,Around the World,3000
103926,1299,C,Water Balance,2100
103923,1299,B,Aerodynamic,1800
103920,1299,A,Anu Has a Function,1500
103695,1296,F,Berland Beauty,2100
103694,1296,E2,String Coloring (hard version),2000
103693,1296,E1,String Coloring (easy version),1800
103689,1296,D,Fight with Monsters,1500
103686,1296,C,Yet Another Walking Robot,1500
103683,1296,B,Food Buying,900
103680,1296,A,Array with Odd Sum,800
103615,1295,F,Good Contest,2700
103612,1295,E,Permutation Separation,2200
103609,1295,D,Same GCDs,1800
103606,1295,C,Obtain The String,1600
103603,1295,B,Infinite Prefixes,1700
103600,1295,A,Display The Number,900
103535,1294,F,Three Paths on a Tree,2000
103532,1294,E,Obtain a Permutation,1900
103529,1294,D,MEX maximizing,1600
103526,1294,C,Product of Three Numbers,1300
103523,1294,B,Collecting Packages,1200
103520,1294,A,Collecting Coins,800
103443,1293,B,JOE is on TV!,1000
103440,1293,A,ConneR and the A.R.C. Markland-N,1100
103375,1292,F,Nora's Toy Boxes,3500
103372,1292,E,Rin and The Unknown Flower,3500
103369,1292,D,Chaotic V.,2700
103366,1292,C,Xenon's Attack on the Gangs,2300
103363,1292,B,Aroma's Search,1700
103360,1292,A,NEKO's Maze Game,1400
103295,1291,F,Coffee Varieties (easy version),2800
103283,1291,B,Array Sharpening,1300
103280,1291,A,Even But Not Even,900
103215,1290,F,Making Shapes,3500
103212,1290,E,Cartesian Tree ,3300
103209,1290,D,Coffee Varieties (hard version),3000
103206,1290,C,Prefix Enlightenment,2400
103203,1290,B,Irreducible Anagrams,1800
103200,1290,A,Mind Control,1600
103055,1288,F,Red-Blue Graph,2900
103052,1288,E,Messenger Simulator,2000
103049,1288,D,Minimax Problem,2000
103046,1288,C,Two Arrays,1600
103043,1288,B,Yet Another Meme Problem,1100
103040,1288,A,Deadline,1100
102963,1287,B,Hyperset,1500
102960,1287,A,Angry Students,800
102895,1286,F,Harry The Potter,3100
102892,1286,E,Fedya the Potter Strikes Back,3200
102889,1286,D,LCC,3100
102888,1286,C2,Madhouse (Hard version),2800
102887,1286,C1,Madhouse (Easy version),2400
102883,1286,B,Numbers on Tree,1800
102880,1286,A,Garland,1800
102815,1285,F,Classical?,2900
102812,1285,E,Delete a Segment,2300
102809,1285,D,Dr. Evil Underscores,1900
102806,1285,C,Fadi and LCM,1400
102803,1285,B,Just Eat It!,1300
102800,1285,A,Mezo Playing Zoma,800
102738,1284,G,Seollal,3300
102735,1284,F,New Year and Social Network,3200
102732,1284,E,New Year and Castle Construction,2500
102729,1284,D,New Year and Conference,2100
102726,1284,C,New Year and Permutation,1600
102723,1284,B,New Year and Ascent Sequence,1400
102720,1284,A,New Year and Naming,800
102655,1283,F,DIY Garland,2200
102652,1283,E,New Year Parties,1800
102649,1283,D,Christmas Trees,1800
102646,1283,C,Friends and Gifts,1500
102643,1283,B,Candies Division,900
102640,1283,A,Minutes Before the New Year,800
102572,1282,E,The Cake Is a Lie,2400
102569,1282,D,Enchanted Artifact,2300
102566,1282,C,Petya and Exam,1800
102565,1282,B2,K for the Price of One (Hard Version),1600
102564,1282,B1,K for the Price of One (Easy Version),1400
102560,1282,A,Temporarily unavailable,900
102483,1281,B,Azamon Web Services,1600
102480,1281,A,Suffix Three,800
102415,1280,F,Intergalactic Sliding Puzzle,3400
102412,1280,E,Kirchhoff's Current Loss,2900
102409,1280,D,Miss Punyverse,2500
102406,1280,C,Jeremy Bearimy,2000
102403,1280,B,Beingawesomeism,1800
102400,1280,A,Cut and Paste,1700
102335,1279,F,New Year and Handle Change,2800
102332,1279,E,New Year Permutations,2700
102329,1279,D,Santa's Bot,1700
102326,1279,C,Stack of Presents,1400
102323,1279,B,Verse For Santa,1300
102320,1279,A,New Year Garland,900
102255,1278,F,Cards,2600
102252,1278,E,Tests for problem D,2200
102249,1278,D,Segment Tree,2100
102246,1278,C,Berry Jam,1700
102243,1278,B,A and B,1500
102240,1278,A,Shuffle Hashing,1000
102169,1277,D,Let's Play the Words?,1900
102163,1277,B,Make Them Odd,1200
102160,1277,A,"Happy Birthday, Polycarp!",1000
102095,1276,F,Asterisk Substrings,3400
102092,1276,E,Four Stones,3500
102089,1276,D,Tree Elimination,2900
102086,1276,C,Beautiful Rectangle,2300
102083,1276,B,Two Fairs,1900
102080,1276,A,As Simple as One and Two,1400
101775,1272,F,Two Bracket Sequences,2200
101772,1272,E,Nearest Opposite Parity,1900
101769,1272,D,Remove One Element,1500
101766,1272,C,Yet Another Broken Keyboard,1200
101763,1272,B,Snow Walking Robot,1200
101760,1272,A,Three Friends,900
101695,1271,F,Divide The Students,2700
101692,1271,E,Common Number,2100
101689,1271,D,Portals,2100
101686,1271,C,Shawarma Tent,1300
101683,1271,B,Blocks,1300
101680,1271,A,Suits,800
101624,1270,I,Xor on Figures,3500
101621,1270,H,Number of Components,3300
101618,1270,G,Subset with Zero Sum,2700
101615,1270,F,Awesome Substrings,2600
101612,1270,E,Divide Points,2300
101609,1270,D,Strange Device,1900
101606,1270,C,Make Good,1400
101603,1270,B,Interesting Subarray,1200
101600,1270,A,Card Game,800
101523,1269,B,Modulo Equality,1500
101520,1269,A,Equation,800
101452,1268,E,Happy Cactus,3400
101449,1268,D,Invertation in Tournament,3200
101446,1268,C,K Integers,2300
101443,1268,B,Domino for Young,2000
101440,1268,A,Long Beautiful Integer,1700
101393,1267,L,Lexicography,1800
101390,1267,K,Key Storage,2100
101387,1267,J,Just Arrange the Icons,1800
101384,1267,I,Intriguing Selection,2600
101381,1267,H,Help BerLine,3200
101378,1267,G,Game Relics,3000
101375,1267,F,Foolprüf Security,2600
101372,1267,E,Elections,1700
101369,1267,D,DevOps Best Practices,2800
101366,1267,C,Cactus Revenge,3500
101363,1267,B,Balls of Buma,900
101360,1267,A,Apprentice Learning Trajectory,2400
101301,1266,H,Red-Blue Graph,3400
101298,1266,G,Permutation Concatenation,3300
101295,1266,F,Almost Same Distance,2900
101292,1266,E,Spaceship Solitaire,2100
101289,1266,D,Decreasing Debts,2000
101286,1266,C,Diverse Matrix,1400
101283,1266,B,Dice Tower,1000
101280,1266,A,Competitive Programmer,1000
101212,1265,E,Beautiful Mirrors,2100
101203,1265,B,Beautiful Numbers,1300
101200,1265,A,Beautiful String,1000
101135,1264,F,Beautiful Fibonacci Problem,3500
101132,1264,E,Beautiful League,2700
101131,1264,D2,Beautiful Bracket Sequence (hard version),2900
101130,1264,D1,Beautiful Bracket Sequence (easy version),2600
101126,1264,C,Beautiful Mirrors with queries,2400
101123,1264,B,Beautiful Sequence,1900
101120,1264,A,Beautiful Regional Contest,1500
101055,1263,F,Economic Difficulties,2400
101052,1263,E,Editor,2100
101049,1263,D,Secret Passwords,1500
101046,1263,C,Everyone is a Winner!,1400
101043,1263,B,PIN Codes,1400
101040,1263,A,Sweet Problem,1100
100895,1261,F,Xor-Set,3100
100815,1260,F,Colored Tree,2700
100812,1260,E,Tournament,2400
100809,1260,D,A Game with Traps,1900
100806,1260,C,Infinite Fence,1700
100803,1260,B,Obtain Two Zeroes,1300
100800,1260,A,Heating,1000
100578,1257,G,Divisor Set,2600
100575,1257,F,Make Them Similar,2400
100572,1257,E,The Contest,2000
100569,1257,D,Yet Another Monster Killing Problem,1700
100566,1257,C,Dominated Subarray,1200
100563,1257,B,Magic Stick,1000
100560,1257,A,Two Rival Students,800
100495,1256,F,Equalizing Two Strings,2000
100492,1256,E,Yet Another Division Into Teams,2000
100489,1256,D,Binary String Minimizing,1500
100486,1256,C,Platforms Jumping,1700
100483,1256,B,Minimize the Permutation,1400
100480,1256,A,Payment Without Change,1000
100406,1255,C,League of Leesins,1600
100403,1255,B,Fridge Lockers,1100
100400,1255,A,Changing Volume,800
100332,1254,E,Send Tree to Charlie,3300
100329,1254,D,Tree Queries,2700
100326,1254,C,Point Ordering,2300
100325,1254,B2,Send Boxes to Alice (Hard Version),2100
100324,1254,B1,Send Boxes to Alice (Easy Version),1800
100320,1254,A,Feeding Chicken,1700
100255,1253,F,Cheap Robot,2500
100252,1253,E,Antenna Coverage,2200
100249,1253,D,Harmonious Graph,1700
100246,1253,C,Sweets Eating,1500
100243,1253,B,Silly Mistake,1400
100240,1253,A,Single Push,1000
100193,1252,L,Road Construction,2300
100190,1252,K,Addition Robot,2100
100187,1252,J,Tiling Terrace,2300
100184,1252,I,Mission Possible,3000
100181,1252,H,Twin Buildings,1800
100178,1252,G,Performance Review,2100
100175,1252,F,Regular Forestation,2400
100172,1252,E,Songwriter,2200
100169,1252,D,Find String in a Grid,3000
100166,1252,C,Even Path,1600
100163,1252,B,Cleaning Robots,2300
100160,1252,A,Copying Homework,1000
100095,1251,F,Red-White Fence,2500
100094,1251,E2,Voting (Hard Version),2400
100093,1251,E1,Voting (Easy Version),2300
100089,1251,D,Salary Changing,1900
100086,1251,C,Minimize The Integer,1600
100083,1251,B,Binary Palindromes,1400
100080,1251,A,Broken Keyboard,1000
100039,1250,N,Wires,2000
100036,1250,M,SmartGarden,2500
100033,1250,L,Divide The Students,1500
100030,1250,K,Projectors,3100
100027,1250,J,The Parade,1800
100024,1250,I,Show Must Go On,3100
100021,1250,H,Happy Birthday,1500
100018,1250,G,Discarding Game,2300
100015,1250,F,Data Center,800
100012,1250,E,The Coronation,2300
100009,1250,D,Conference Problem,3000
100006,1250,C,Trip to Saint Petersburg,2100
100003,1250,B,The Feast and the Bus,1800
100000,1250,A,Berstagram,1400
99935,1249,F,Maximum Weight Subset,2200
99932,1249,E,By Elevator or Stairs?,1700
99931,1249,D2,Too Many Segments (hard version),1800
99930,1249,D1,Too Many Segments (easy version),1800
99928,1249,C2,Good Numbers (hard version),1500
99927,1249,C1,Good Numbers (easy version),1300
99925,1249,B2,Books Exchange (hard version),1300
99924,1249,B1,Books Exchange (easy version),1000
99920,1249,A,Yet Another Dividing into Teams,800
99850,1248,D1,The World Is Just a Programming Task (Easy Version),2000
99843,1248,B,Grow The Tree,900
99840,1248,A,Integer Points,1000
99695,1246,F,Cursor Distance,3500
99615,1245,F,Daniel and Spring Cleaning,2300
99612,1245,E,Hyakugoku and Ladders,2300
99609,1245,D,Shichikuji and Power Grid,1900
99606,1245,C,Constanze's Machine,1400
99603,1245,B,Restricted RPS,1200
99600,1245,A,Good ol' Numbers Coloring,1000
99538,1244,G,Running in Pairs,2400
99535,1244,F,Chips,2300
99532,1244,E,Minimizing Difference,2000
99529,1244,D,Paint the Tree,1800
99526,1244,C,The Football Season,2000
99523,1244,B,Rooms and Staircases,1000
99520,1244,A,Pens and Pencils,800
99445,1243,B2,Character Swap (Hard Version),1600
99444,1243,B1,Character Swap (Easy Version),1000
99440,1243,A,Maximum Square,800
99372,1242,E,Planar Perimeter,3200
99369,1242,D,Number Discovery,3400
99366,1242,C,Sum Balance,2400
99363,1242,B,0-1 MST,1900
99360,1242,A,Tile Painting,1500
99215,1240,F,Football,3100
99135,1239,F,"Swiper, no swiping!",3400
99132,1239,E,Turtle,3100
99129,1239,D,Catowice City,2400
99126,1239,C,Queue in the Train,2300
99123,1239,B,The World Is Just a Programming Task (Hard Version),2500
99120,1239,A,Ivan the Fool and the Probability Theory,1700
99058,1238,G,Adilbek and the Watering System,2700
99055,1238,F,The Maximum Subtree,2200
99052,1238,E,Keyboard Purchase,2200
99049,1238,D,AB-string,1900
99046,1238,C,Standard Free2play,1600
99043,1238,B,Kill `Em All,1300
99040,1238,A,Prime Subtraction,900
98981,1237,H,Balanced Reversals,3300
98978,1237,G,Balanced Distribution,3500
98975,1237,F,Balanced Domino Placements,2600
98972,1237,E,Balanced Binary Search Trees,2400
98969,1237,D,Balanced Playlist,2000
98968,1237,C2,Balanced Removals (Harder),1900
98967,1237,C1,Balanced Removals (Easier),1700
98963,1237,B,Balanced Tunnel,1300
98960,1237,A,Balanced Rating Changes,1000
98895,1236,F,Alice and the Cactus,3000
98892,1236,E,Alice and the Unfair Game,2500
98889,1236,D,Alice and the Doll,2300
98886,1236,C,Labs,1300
98883,1236,B,Alice and the List of Presents,1500
98880,1236,A,Stones,800
98735,1234,F,Yet Another Substring Reverse,2200
98732,1234,E,Special Permutations,2000
98729,1234,D,Distinct Characters Queries,1600
98726,1234,C,Pipes,1500
98725,1234,B2,Social Network (hard version),1300
98724,1234,B1,Social Network (easy version),1000
98720,1234,A,Equalize Prices Again,800
98492,1231,E,Middle-Out,2200
98486,1231,C,Increasing Matrix,1100
98403,1230,B,Ania and Minimizing,1000
98400,1230,A,Dawid and Bags of Candies,800
98255,1228,F,One Node is Gone,2500
98252,1228,E,Another Filling the Grid,2300
98249,1228,D,Complete Tripartite,1900
98246,1228,C,Primes and Multiplication,1700
98243,1228,B,Filling the Grid,1400
98240,1228,A,Distinct Digits,800
98178,1227,G,Not Same,2600
98177,1227,F2,Wrong Answer on test 233 (Hard Version),2400
98176,1227,F1,Wrong Answer on test 233 (Easy Version),2200
98172,1227,E,Arson In Berland Forest,2200
98171,1227,D2,Optimal Subsequences (Hard Version),1800
98170,1227,D1,Optimal Subsequences (Easy Version),1600
98166,1227,C,Messy,1700
98163,1227,B,Box,1200
98160,1227,A,Math Problem,1100
98018,1225,G,To Make 1,3100
98015,1225,F,Tree Factory,2500
98012,1225,E,Rock Is Push,2200
98009,1225,D,Power Products,1800
98006,1225,C,p-binary,1600
98005,1225,B2,TV Subscriptions (Hard Version),1300
98004,1225,B1,TV Subscriptions (Easy Version),1000
98000,1225,A,Forgetting Things,900
97858,1223,G,Wooden Raft,3200
97855,1223,F,Stack Exterminable Arrays,2600
97852,1223,E,Paint the Tree,2100
97849,1223,D,Sequence Sorting,2000
97846,1223,C,Save the Nature,1600
97843,1223,B,Strings Equalization,1000
97840,1223,A,CME,800
97698,1221,G,Graph And Numbers,2900
97695,1221,F,Choose a Square,2400
97692,1221,E,Game With String,2500
97689,1221,D,Make The Fence Great Again,1800
97686,1221,C,Perfect Team,1200
97683,1221,B,Knights,1100
97680,1221,A,2048 Game,1000
97618,1220,G,Geolocation,3400
97615,1220,F,Gardener Alex,2700
97612,1220,E,Tourism,2200
97609,1220,D,Alex and Julian,1900
97606,1220,C,Substring Game in the Lesson,1300
97603,1220,B,Multiplication Table,1300
97600,1220,A,Cards,800
97538,1219,G,Harvester,2000
97526,1219,C,Periodic integer number,1700
97464,1218,I,The Light Square,2100
97461,1218,H,Function Composition,2900
97458,1218,G,Alpha planetary system,3000
97455,1218,F,Workout plan,1500
97452,1218,E,Product Tuples,2500
97449,1218,D,Xor Spanning Tree,2400
97446,1218,C,Jumping Transformers,2600
97443,1218,B,Guarding warehouses,3000
97440,1218,A,BubbleReactor,2800
97375,1217,F,Forced Online Queries Problem,2600
97372,1217,E,Sum Queries?,2300
97369,1217,D,Coloring Edges,2100
97366,1217,C,The Number Of Good Substrings,1700
97363,1217,B,Zmei Gorynich,1600
97360,1217,A,Creating a Character,1300
97295,1216,F,Wi-Fi,2100
97294,1216,E2,Numerical Sequence (hard version),2200
97293,1216,E1,Numerical Sequence (easy version),1900
97289,1216,D,Swords,1300
97286,1216,C,White Sheet,1700
97283,1216,B,Shooting,900
97280,1216,A,Prefixes,800
97215,1215,F,Radio Stations,2700
97212,1215,E,Marbles,2200
97209,1215,D,Ticket Game,1700
97206,1215,C,Swap Letters,1500
97203,1215,B,The Number of Products,1400
97200,1215,A,Yellow Cards,1000
97141,1214,H,Tiles Placement,2800
97138,1214,G,Feeling Good,3200
97135,1214,F,Employment,2700
97132,1214,E,Petya and Construction Set,2000
97129,1214,D,Treasure Island,1900
97126,1214,C,Bad Sequence,1200
97123,1214,B,Badges,1100
97120,1214,A,Optimal Currency Exchange,1400
97058,1213,G,Path Queries,1800
97055,1213,F,Unstable String Sort,2100
97052,1213,E,Two Small Strings,1900
97051,1213,D2,Equalizing by Division (hard version),1600
97050,1213,D1,Equalizing by Division (easy version),1500
97046,1213,C,Book Reading,1200
97043,1213,B,Bad Prices,1100
